text,label
"it is also capable of running its own teamviewer instance, and of displaying fake logins for more than 226 applications.",1
ermac differs from cerberus in the usage of different obfuscation techniques and blowfish encryption algorithm.,1
"""compared to the original cerberus, ermac uses different encryption scheme in communication with the c2: the data is encrypted with aes-128-cbc, and prepended with double word containing the length of the encoded data""",1
"the new banking trojan supports the same latest cerberus commands, except for a couple of commands that allow to clear the content of the cache of the specified application and steal device accounts.",1
clearcash/clearcashe triggers opening specified application details,1
getaccounts/logaccounts triggers stealing a list of the accounts on the device,1
"dubbed ""cerberus,"" the new remote access trojan allows remote attackers to take total control over the infected android devices and also comes with banking trojan capabilities like the use of overlay attacks, sms control, and contact list harvesting.",1
taking screenshots,1
recording audio,1
recording keylogs,1
"sending, receiving, and deleting smses,",1
stealing contact lists,1
forwarding calls,1
collecting device information,1
tracking device location,1
"stealing account credentials,",1
disabling play protect,1
downloading additional apps and payloads,1
removing apps from the infected device,1
pushing notifications,1
"locking device""s screen",1
"once infected, cerberus first hides its icon from the application drawer and then asks for the accessibility permission by masquerading itself as flash player service.",1
"if granted, the malware automatically registers the compromised device to its command-and-control server, allowing the buyer/attacker to control the device remotely.",1
"to steal users"" credit card numbers, banking credentials and passwords for other online accounts, cerberus lets attackers launch screen overlay attacks from its remote dashboard.",1
"in screen overlay attack, the trojan displays an overlay on top of legitimate mobile banking apps and tricks android users into entering their banking credentials into the fake login screen, just like a phishing attack.",1
cerberus uses motion-based evasion tactic,1
"cerberus also uses some interesting techniques to evade detection from antivirus solutions and prevent its analysis, like using the device accelerometer sensor to measure movements of the victim.",1
"the malware monitors the user""s steps through the device motion sensor to check if it is running on a real android device.",1
"the cerberus malware can steal banking credentials, bypass security measures and access text messages.",1
"once executed, the malware has the capabilities to steal victims’ bank-account credentials and bypass security measures, including two-factor authentication (2fa).",1
"""as is common with banking malware, cerberus disguised itself as a genuine app in order to access the banking details of unsuspecting users,"" ondrej david, with avast, said in a tuesday analysis.",1
cerberus has various spying and credential-theft functionalities.,1
it can sit over an existing banking app and wait for the user to log into their bank account.,1
"then, it creates a layover over the victims’ login screen, and steals their banking credentials.",1
"in addition, the trojan has the ability to access victims’ text messages, meaning that it can view two-factor authentication (2fa) codes sent via message.",1
"""it uses android’s accessibility function, as well as the overlay attack mechanism, which is typical for banking trojans, so when a user opens their regular banking app, an overlay screen is created, and the user’s login details collected,"" david told threatpost.",1
"since then a newly discovered variant of the cerberus android trojan has been spotted, with vastly expanded and more sophisticated info-harvesting capabilities, and the ability to run teamviewer.",1
"in february, researchers identified eight malicious android apps on google play distributing the ""haken"" malware, which exfiltrates sensitive data from victims and covertly signs them up for expensive premium subscription services.",1
"the newly uncovered banking alien trojan is ‘invading’ android devices worldwide, using an advanced ability to bypass 2-factor authentication (2fa) security measures to steal victim credentials!",1
"when it has infected a device, the rat tries to take passwords from at least 226 mobile applications; including banking apps like bank of america mobile banking & capital one mobile, as well as many collaboration & social apps e.g.",1
"the alien rat has various commonly used android malware capabilities, including the ability to launch overlay attacks, control and steal sms messages & harvest contact lists - as well as keylogging, location-collecting & other capabilities.",1
"however, it also deploys several more advanced techniques, including a notification sniffer that allows it to access all new updates on infected devices.",1
"this includes 2fa codes, which allow the malware to bypass 2fa security measures.",1
"alien uses this tactic by abusing the:- ""android.permission.bind_notification_listener_service"" to get the content of status bar notifications on the infected device.",1
"while the user would need to grant this permission manually in the settings, the malware overcomes this block by using the accessibility privileges on android devices, performing all necessary user interactions all by itself.",1
"it does this using an advanced remote access feature that compromises the teamviewer application, giving the bad player behind the malware remote control over the victim’s devices.",1
"""when teamviewer is successfully activated, it provides the actors with full remote control of the device’s user interface, enabling them to access & change device settings, install & remove apps, but also to use any app installed on the device (bank applications, messengers & social networks),"" outlined researchers.",1
"the big difference between the 2 types is alien’s 2fa-stealing technique, a feature that cerberus lacked, they commented.",1
"in circulation since at least july 2019, the remote access trojan (rat) is able to conduct covert surveillance, intercept communication, tamper with device functionality, and steal data including banking credentials by creating overlays on existing banking, retail, and social networking apps.",1
"the malware is able to read text messages that may contain one-time passcodes (otp) and two-factor authentication (2fa) codes, thereby bypassing typical 2fa account protections.",1
"in this blog, we describe a relatively new and barely known android banking trojan with remote access trojan, notification stealing and authenticator-based 2fa theft capabilities, dubbed alien, and explain how it relates to infamous cerberus malware, who’s service has recently been discontinued.",1
"this discovery also matched the fact that the newly found samples included the rat feature, making use of teamviewer to provide remote access to the infected device.",1
"interestingly enough, this speculation is corroborated by the fact that when the second version of cerberus (v2) was released in may 2020, it did not introduce any major new features, except for the one to steal 2fa codes from google’s authenticator app.",1
"it has common capabilities such as overlay attacks, control and steal sms messages and harvest the contact list.",1
it can leverage its keylogger for any use and therefore broaden the attack scope further than its target list.,1
"it also offers the possibility to install, start and remove applications from the infected device.",1
"most importantly, it offers a notifications sniffer, allowing it to get the content of all notifications on the infected device, and a rat (remote access trojan) feature (by abusing the teamviewer application), meaning that the threat actors can perform the fraud from the victim’s device.",1
remote access,1
"based on the same code, the two trojans share most functionalities, but the alien authors added two major features that are absent from both versions of cerberus, respectively teamviewer based remote control of the infected device and the notification sniffer (stealer).",1
rat_disconnect disables the rat service,1
open_folder lists files and subfolders in the specified folder,1
uploadind_file uploads the specified file to the c2,1
connect_teamviewer provides credentials for the teamviewer app and launches it,1
open_team_viewer launches the teamviewer app,1
send_settings sends the current settings of rat service to the c2,1
get_apps gets the list of installed applications on the infected device,1
"once the actor provides the credentials to set up the teamviewer server connection, the trojan uses the accessibility privileges to access the teamviewer application, logs in using the provided credentials, grant any additional permissions it requires to run and dismiss any warnings issued (if applicable).",1
"when teamviewer is successfully activated, it provides the actors with full remote control of the device’s user interface, enabling them to access and change device settings, install and remove apps, but also to use any app installed on the device (bank applications, messengers and social networks).",1
"in the case of alien, advanced features such as the authenticator-code stealer and notifications-sniffer aside, the features of the trojan are quite common.",1
"millions of android users are being warned about a devious new banking trojan, dubbed cerberus, that infects devices by masquerading as an adobe flash player installation.",1
"once installed, the fake download requests accessibility permissions that allow an attack to take place.",1
"the malware overlays login screens for banking apps, stealing credentials for its operators.",1
cerberus also has a crafty evasion technique-using the accelerometer on an infected device to ensure the target is real and not a desk-based security analyst.,1
cerberus infects users when they access a fake website which immediately requests a download of adobe flash player.,1
cerberus has been designed to steal banking credentials.,1
it does this-again not unusually-by creating overlays on top of banking apps that capture usernames and passwords as they are being entered.,1
"cerberus was spread via a fake website that asked users to install adobe flash player.""",1
"the malware can then grant itself additional rights to control the device, send messages, make calls, communicate back to its handlers.",1
and so the clever stuff-cerberus has been designed to avoid detection from desk-based malware analysts by delaying activation until it can confirm the device belongs to a genuine victim.,1
"it can harvest contacts, send messages, steal credentials.",1
"cerberus android malware gains ability to steal 2fa tokens, screen lock credentials",1
the cerberus android malware family has gained the ability to steal its victims’ two-factor authentication (2fa) tokens and screen lock credentials.,1
this version came with a new remote-access trojan (rat) capability that allowed cerberus to traverse the file system and download its contents.,1
it also enabled the malware to launch teamviewer and establish connections to it.,1
"as such, they could leverage that functionality to change the device’s settings, install or remove any app, use an app, and conduct espionage on the device’s activity.",1
attackers could also abuse the accessibility features to steal 2fa codes from the google authentication app for the purpose of bypassing authentication services.,1
this trojan uses peoples’ worry of covid-19 to steal financial data such as credit card numbers.,1
it also uses overlay attacks to trick victims into providing personal information and can capture two-factor authentication details.,1
they are usually spread via phishing campaigns.,1
corona-apps.apk uses its connection with the actual virus name to trick users into installing it on their smartphones.,1
"why would such an app want to send and receive text messages, record audio, and read the user’s contact list?",1
"droidjack rat starts capturing sensitive information like call data, sms data, videos, photos, etc.",1
observe below the code routine for call recording.,1
"this rat records all the calls and stores the recording to an "".amr"" file.",1
the following is the code routine for video capturing.,1
"here, the rat stores all the captured videos in a ""video.3gp"" file.",1
it also harvests call details and sms logs as shown below.,1
"upon further inspection, we have observed that this rat extracts whatsapp data too.",1
the rat stores all the data in a database (db) in order to send it to the command & control (c&c) server.,1
"if you’re a jealous partner, or thinking of stalking someone’s activity and movements, then droidjack could be just the ticket - as it allows you to take remote control of someone else’s android device without them noticing, recording private conversations, reading emails, browser history and text messages, as well as tracking their physical location.",1
"of course, just because it is technically possible to do something doesn’t mean that you should do it, and you shouldn’t be swayed by an online store trying to lure you into snooping on other people’s phones and private communications.",1
"in this particular attack campaign, droidjack was spread via sms messages sent through the ott carrier to unsuspecting subscribers of its services.",1
"the malicious message contains links to an apk file and users were tricked into clicking the link with the lure of a ""new mms"" waiting for them to view.",1
"in addition to the ott attack channel, droidjack was also found by researchers with proofpoint to have been spread last month by a side load attack through a backdoored version of the android pokemon go app.",1
"case in point, at least one of those unofficial apks comes modified with droidjack, a remote access tool which like other mobile trojans gives an attacker full control over an infected device.",1
"proofpoint’s security team describes that the malicious app’s start screen appears identical to that of the legitimate application, which makes it difficult for users to discern whether they’ve been infected with malware.",1
"they should first review the permissions requested, as only the malicious version containing droidjack requests the ability to modify sms messages and record audio.",1
such tools allow the administrators of large computer networks to obtain access to individual devices from a remote location.,1
"once droidjack is on a device, it provides the hacker with an almost universal overview of the device user""s data and personal information.",1
"hackers can track the user""s gps coordinates, read sms messages, listen to phone calls, delete contacts, and even activate and record from the device""s mic.",1
"sanjeevi says that the app asks for the user""s permission before gaining access to their messages and other information.",1
"they prefer cyber-rats, cyber-crime tools that provide backdoor functionality and access to people’s mobile devices.",1
"like other rats, this detection allows a remote attacker to control the infected device with a user-friendly control panel - monitor and make phone calls and send sms messages, get the device’s gps coordinates, activate and use the camera and microphone and access files on the device.",1
"since the malicious program was detected in 2014, its main functions and propagation method have not changed: rotexy spreads via links sent in phishing smss that prompt the user to install an app.",1
"as it launches, it requests device administrator rights, and then starts communicating with its c&c server.",1
"until mid-2015, rotexy used a plain-text json format to communicate with its c&c.",1
"in some versions, a dynamically generated low-level domain was used as an address:",1
"in its first communication, the trojan sent the infected device’s imei to the c&c, and in return it received a set of rules for processing incoming smss (phone numbers, keywords and regular expressions) - these applied mainly to messages from banks, payment systems and mobile network operators.",1
"for instance, the trojan could automatically reply to an sms and immediately delete it.",1
"rotexy then sent information about the smartphone to the c&c, including the phone model, number, name of the mobile network operator, versions of the operating system and imei.",1
"starting from mid-2015, the trojan began using the aes algorithm to encrypt data communicated between the infected device and the c&c:",1
the page was designed to steal users’ bank card details:,1
"at this time, the trojan also began actively using different methods of obfuscation.",1
"when launching for the first time, the trojan checks if it is being launched in an emulation environment, and in which country it is being launched.",1
"if the check is successful, rotexy registers with gcm and launches superservice which tracks if the trojan has device administrator privileges.",1
superservice also tracks its own status and relaunches if stopped.,1
"it performs a privilege check once every second; if unavailable, the trojan starts requesting them from the user in an infinite loop:",1
"if the user agrees and gives the application the requested privileges, another stub page is displayed, and the app hides its icon:",1
"if the trojan detects an attempt to revoke its administrator privileges, it starts periodically switching off the phone screen, trying to stop the user actions.",1
"if the privileges are revoked successfully, the trojan relaunches the cycle of requesting administrator privileges.",1
"if, for some reason, superservice does not switch off the screen when there is an attempt to revoke the device administrator privileges, the trojan tries to intimidate the user:",1
the relative address to which the trojan will send information from the device is generated in a pseudo-random manner.,1
"depending on the trojan version, dynamically generated subdomains can also be used.",1
the trojan stores information about c&c servers and the data harvested from the infected device in a local sqlite database.,1
"first off, the trojan registers in the administration panel and receives the information it needs to operate from the c&c (the sms interception templates and the text that will be displayed on html pages):",1
rotexy intercepts all incoming smss and processes them according to the templates it received from the c&c.,1
"also, when an sms arrives, the trojan puts the phone into silent mode and switches off the screen so the user doesn’t notice that a new sms has arrived.",1
"when required, the trojan sends an sms to the specified phone number with the information it has received from the intercepted message.",1
"if the application hasn’t received instructions about the rules for processing incoming smss, it simply saves all smss to a local database and uploads them to the c&c.",1
"apart from general information about the device, the trojan sends a list of all the running processes and installed applications to the c&c.",1
"start, stop, restart - start, stop, restart superservice.",1
url - update c&c address.,1
message - send sms containing specified text to a specified number.,1
update_patterns - reregister in the administration panel.,1
unblock - unblock the telephone (revoke device administrator privileges from the app).,1
update - download apk file from c&c and install it.,1
contacts - send text received from c&c to all user contacts.,1
contacts_pro - request unique message text for contacts from the address book.,1
page - contact url received from c&c using user-agent value that was also received from c&c or local database.,1
"allmsg - send c&c all smss received and sent by user, as stored in phone memory.",1
allcontacts - send all contacts from phone memory to c&c.,1
"online - send information about trojan’s current status to c&c: whether it has device administrator privileges, which html page is currently displayed, whether screen is on or off, etc.",1
newmsg - write an sms to the device memory containing the text and sender number sent from c&c.,1
blocker_banking_start - display phishing html page for entry of bank card details.,1
blocker_extortionist_start - display html page of the ransomware.,1
blocker_update_start - display fake html page for update.,1
blocker_stop - block display of all html pages.,1
the trojan intercepts incoming smss and can receive the following commands from them:,1
"""3458"" - revoke device administrator privileges from the app;",1
"""hi"", ""ask"" - enable and disable mobile internet;",1
"""privet"", ""ru"" - enable and disable wi-fi;",1
"""check"" - send text ""install: [device imei]"" to phone number from which sms was sent;",1
"""stop_blocker"" - stop displaying all blocking html pages;",1
"""393838"" - change c&c address to that specified in the sms.",1
the trojan displays a fake html update page (update.html) that blocks the device’s screen for a long period of time.,1
the trojan displays the extortion page (extortionist.html) that blocks the device and demands a ransom for unblocking it.,1
the trojan displays a phishing page (bank.html) prompting the user to enter their bank card details.,1
this page mimics a legitimate bank form and blocks the device screen until the user enters all the information.,1
"the following scenario may play out: according to the templates for processing incoming smss, rotexy intercepts a message from the bank that contains the last four digits of the bank card connected to the phone number.",1
"the trojan sends these digits to the c&c, which in turn sends a command to display a fake data entry window to check the four digits.",1
"rotexy may start requesting device administrator privileges again in an infinite loop; in that case, restart the device in safe mode and remove the malicious program.",1
rotexy spreads through sms containing links to app download and some catchy texts that prompt people to click those links and download the app.,1
"first, rotexy checks to see what device it has landed on.",1
first by requesting administrator rights.,1
"having got its wicked way, rotexy reports that the app failed to load and hides its icon.",1
"after this, the malware makes contact with its owners, giving them information about the device.",1
"by default, rotexy communicates directly with the c&c server, but its creators implemented other ways to send orders via google cloud messaging and sms.",1
"when a message arrives on an infected phone, the malware switches the gadget into silent mode so that the victim does not notice new incoming sms.",1
"the trojan then intercepts the message, checks it against the templates received from the c&c server, and if it contains anything juicy (for example, the last digits of a card number in a mobile banking sms notification), stores and forwards it to the server.",1
"if for some reason no templates or special instructions were received from the c&c server, rotexy simply saves all correspondence on the infected smartphone, and then forwards it to its masters.",1
"on top of that, on the cybercriminals’ command, the malware can send a link to download itself to all contacts in the phone book - which is one of the main vectors of propagation for rotexy trojan.",1
"to do so, it overlays a phishing page on the screen with text received along with the sms interception instructions.",1
"next, rotexy extracts the last four digits of the card number from the intercepted banking sms and matches them against the ones entered on the phishing page.",1
"instead of displaying a phishing page, it blocks the smartphone screen with a menacing window demanding payment of a fine for ""regular viewing of prohibited videos.""",1
google cloud messaging service - to send a small message in json format to the android device,1
sms monitoring or tracking,1
"in the first version of rotexy trojan (malware), it spreads via a link sent in phishing sms that prompt the user to install an application.",1
when installing the application it asked for the device administrator rights and then start communicating to c&c server.,1
"in the next version of rotexy trojan malware, it starts using plain text json format to communicate c&c server.",1
"then in the next version of rotexy trojan malware in 2015-2016, it starts using the aes algorithm to encrypt the data between the user’s device and c&c server.",1
"later, its start using the various method of obfuscation like dex file is packed with garbage string, and/or operations and containing a key to decipher main executable file from apk.",1
"now today, when these applications get downloaded and start the installation, it checks if it is being launched in an emulation or sandbox environment.",1
then rotexy trojan malware registers with google cloud messaging service and launches super service which checks if the device has the administrator privilege.,1
it also checks its own status and relaunches the app if the app gets close or stopped.,1
"it checks privilege in every second and if not available, it starts requesting to the user in an infinite loop.",1
if the application gets the admin privilege then it shows a stub page and hides the application icon from the device.,1
and when rotexy trojan detects an attempts to revoke the admin privilege then it starts switching off the user device screen.,1
if privileges are revoked successfully then rotexy trojan start requesting for admin privilege again to the user in a loop.,1
rebooting and switching off the phone,1
termination of rotexy malware trojan,1
sending of an sms using the phone,1
rotexy trojan malware stores the information about the c&c server and infected device data in a local sqlite database.,1
"once, rotexy trojan gets the admin privilege then it receives the information from the c&c server that how it needs to operate for example sms interception templates and html page that it needs to show on the application.",1
rotexy trojan (malware) intercept all the incoming sms and process them according to the templates it received from the c&c server.,1
rotexy trojan also puts user’s phone in silent mode and switch of the screen when it received an sms so the user doesn’t get notified about the incoming message.,1
it can also send a message to the specific phone number with the information that has been received in sms.,1
"with the general information, rotexy trojan also sends other information to the c&c server like running process and application.",1
unblock- unblock the user device and revoke the admin privileges,1
url- update the c&c address or ip,1
message- send an sms with a specified context to a specific phone number,1
"contacts- send text received from the c&c server to all contacts, that is how this is spreading",1
all_contacts- send all contact details to the c&c server,1
blocker_banking_start- block the display to show bank’s phishing html page to enter the bank details,1
blocker_extortionist_start- block the display to show ransome page,1
blocker_update_start- block the display to show device update,1
blocker_stop- block display of all html pages,1
rotexy trojan blocking the display:,1
rotexy trojan malware blocks the user’s phone display and shows a ransome page with some sexually explicit image (that has been covered within a black box).,1
"similarly, rotexy trojan malware blocks the user phone screens and display banking page to enter the bank details.",1
"as rotexy trojan already has control on your incoming messages and also received bank details then the attacker can perform any transaction or even can change password, atm card debit card pin.",1
one of the features that make it stand out of the crowd is the use at the same time of three separate communication channels for receiving commands.,1
the third method is sms based and allows the operator to control the actions of malware by sending a text message to the infected mobile phone.,1
"malware analysts tatyana shishkova and lev pinkman documented the evolution of the rotexy malware, marking key developments, such as processing sms communication or applying aes encryption to data exchanged between the target and the c2.",1
"starting late 2016, the trojan showed signs that its focus was on stealing users"" bank card data via phishing pages.",1
"later on, the developers added an html page that mimicked a login form for a legitimate bank and locked the device screen until the victim provided the necessary information.",1
"to make the scam believable, the threat actor included a virtual keyboard that allegedly offered protection against keylogging applications.",1
"to lure the victim into giving up the sensitive data, the html page shown on the screen informs the victim that they received a money transfer.",1
its latest version includes a protection mechanism that checks for the country it was launched in and if it runs in an emulated environment.,1
"if it is in russia and on a real system, rotexy registers with gcm and checks if it has administrator privileges.",1
"""it performs a privilege check once every second; if unavailable, the trojan starts requesting them from the user in an infinite loop,"" inform the researchers.",1
"they added that any attempt to revoke its admin privileges ends with periodically turning off the phone""s display, in an attempt to discourage the action.",1
among the capabilities observed by the researchers is hiding sms communication from the victim bu putting the phone in silent mode and turning off the screen when the message arrives.,1
its ransomware features include showing an extortionist html page with sexually explicit images and freezing the phone.,1
"the malware may start reiterating its request for privileges, and this problem disappears once rotexy is kicked out of the system: boot in safe mode and remove it.",1
rotexy malware evaluation was at a peak in 2014 & 2015 and it mainly using the phishing links in order to compromise the users that prompt to install the malicious apps.,1
rotexy mobile malware keeps requesting the mobile administrative privilege even users restart the mobile in safe mode even the malicious program will be removed.,1
"initially, once an infection starts, the malware checks the device whether any sandbox environment being detected and which country is the victims belonged.",1
once it successfully finished all the checks then the rotexy registers with gcm and launches superservice that help to check the devices admin privileges which keep performing each and every second.,1
"later it displays the application request, requesting root privileges through an infinite loop to force users to agree and provide the privilege.",1
"if the privileges are revoked successfully, the trojan relaunches the cycle of requesting administrator privileges.""",1
"during the background process of rotexy in the targeted phone, it can able to switching on and rebooting of the phone, termination of its operation, sending of an sms by the app - in this case, the phone is switched to silent mode.",1
"later the malware using local sqlite database, to store the data that harvested from infected mobile and an information about c&c servers.",1
"""rotexy intercepts all incoming smss and processes them according to the templates it received from the c&c.",1
"when required, the trojan sends an sms to the specified phone number with the information it has received from the intercepted message.""",1
if it doesn’t receive any instruction about rules to process the incoming messages then it simply stores all the sms in local db and uploads it into the c&c server.,1
"also, the trojan displays a phishing page (bank.html) prompting the user to enter their bank card details.",1
"the latest version of the malware goes well beyond eavesdropping on sms messages and has incorporated advanced device screen manipulation with the intent of stealing bank card numbers, as well carrying out ransomware attacks, they said.",1
"rotexy’s key ability has always been to intercept and read sms messages, as well as track a list of all running processes and installed applications (including the possible tracking of antivirus or banking applications).",1
the most current version can block the devices’ screen to perform either ransomware or phishing functions.,1
the most current version of the trojan spreads via links sent in phishing smss that prompt the user to install an app.,1
"as it launches, the app requests device administrator rights, and then starts communicating with its c&c server.",1
"when first launching, the trojan checks to make sure the victim’s device is located in russia and that it isn’t an emulator used by security researchers to spot malware.",1
"if the device checks out, the trojan registers with the mobile notification service google cloud messaging and launches a service to check if the trojan has device administrator privileges, according researchers.",1
"""if the privileges are revoked successfully, the trojan relaunches the cycle of requesting administrator privileges.""",1
"once running, the trojan can track when a phone is switched on or rebooted - and whether text-messages are being sent.",1
"to perform sms tracking capabilities, the trojan sends the infected device’s international mobile equipment identity (imei) to the c&c server, and in turn receives a set of rules for processing incoming text messages.",1
"""rotexy intercepts all incoming smss and processes them according to the templates it received from the c&c,"" researchers said.",1
"""also, when an sms arrives, the trojan puts the phone into silent mode and switches off the screen so the user doesn’t notice that a new sms has arrived.",1
"the latest version of rotexy is able to block the device’s screen for a ""long period of time"" and displays an extortion page that demands a ransom for unblocking it.",1
"rotexy also displays a tricky phishing page purporting to be a bank, that prompts the user to enter their bank card details.",1
rotexy does this by intercepting a message from the bank in templates for processing incoming text messages for the victims’ phone.,1
"the malware uses infected devices to generate large amounts of fraudulent clicks on advertisements, generating revenues for the perpetrators behind it.",1
"to bypass bouncer, google play’s protection, the hackers create a seemingly benign bridgehead app, meant to establish connection to the victim’s device, and insert it into the app store.",1
"once a user downloads a malicious app, it silently registers receivers which establish a connection with the c&c server.",1
"the server replies with the actual malicious payload, which includes javascript code, a user-agent string and urls controlled by the malware author.",1
"once the targeted website is launched, the malware uses the javascript code to locate and click on banners from the google ads infrastructure.",1
"hackers can hide their apps’ real intentions or even manipulate users into leaving positive ratings, in some cases unknowingly.",1
"it adds that the malware is ""definitely an illegitimate use of the users"" mobile devices for generating fraudulent clicks"".",1
"the apps contain code that sends infected devices to a target webpage, where they generate fraudulent clicks on the site""s adverts to make money for its creators.",1
"once downloaded, the apps silently register the device to a remote server, which responds by sending back the malicious ad-click software to open a hidden website and generate revenue for the site by clicking on the adverts.",1
"our research exposes how the malware roots infected devices and steals authentication tokens that can be used to access data from google play, gmail, google photos, google docs, g suite, google drive, and more.",1
gooligan-infected apps can also be installed using phishing scams where attackers broadcast links to infected apps to unsuspecting users via sms or other messaging services.,1
"by late 2015, the malware’s creators had gone mostly silent until the summer of 2016 when the malware reappeared with a more complex architecture that injects malicious code into android system processes.",1
the malware simulates clicks on app advertisements provided by legitimate ad networks and forces the app to install on a device.,1
"after an infected app is installed, it sends data about the device to the campaign’s command and control (c&c) server.",1
gooligan then downloads a rootkit from the c&c server that takes advantage of multiple android 4 and 5 exploits including the well-known vroot (cve-2013-6282) and towelroot (cve-2014-3153).,1
"if rooting is successful, the attacker has full control of the device and can execute privileged commands remotely.",1
"after achieving root access, gooligan downloads a new, malicious module from the c&c server and installs it on the infected device.",1
"this module injects code into running google play or gms (google mobile services) to mimic user behavior so gooligan can avoid detection, a technique first seen with the mobile malware hummingbad.",1
